Mobility_key,province,subregion,metro-area,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
0,Ontario,Ottawa Division,National Capital Region,13.0,6.0,68.0,3.0,1.0,-2.0
1,Ontario,Ottawa Division,National Capital Region,30.0,26.0,128.0,3.0,4.0,-4.0
2,Ontario,Ottawa Division,National Capital Region,-30.0,-53.0,52.0,-40.0,-62.0,14.0
3,Ontario,Ottawa Division,National Capital Region,-5.0,9.0,-8.0,-6.0,-2.0,1.0
4,Ontario,Ottawa Division,National Capital Region,0.0,6.0,-8.0,-8.0,1.0,0.0
5,Ontario,Ottawa Division,National Capital Region,6.0,4.0,0.0,-8.0,1.0,0.0
6,Ontario,Ottawa Division,National Capital Region,-1.0,0.0,9.0,-9.0,-8.0,2.0
7,Ontario,Ottawa Division,National Capital Region,17.0,11.0,54.0,5.0,4.0,-2.0
8,Ontario,Ottawa Division,National Capital Region,18.0,17.0,38.0,4.0,6.0,-2.0
9,Ontario,Ottawa Division,National Capital Region,4.0,5.0,13.0,-6.0,2.0,0.0
10,Ontario,Ottawa Division,National Capital Region,1.0,10.0,2.0,-6.0,3.0,-1.0
11,Ontario,Ottawa Division,National Capital Region,-5.0,6.0,-14.0,-2.0,1.0,1.0
12,Ontario,Ottawa Division,National Capital Region,-25.0,-25.0,-29.0,-22.0,-31.0,13.0
13,Ontario,Ottawa Division,National Capital Region,-2.0,3.0,-12.0,2.0,-3.0,2.0
14,Ontario,Ottawa Division,National Capital Region,13.0,13.0,-8.0,4.0,7.0,-2.0
15,Ontario,Ottawa Division,National Capital Region,17.0,22.0,17.0,3.0,9.0,-2.0
16,Ontario,Ottawa Division,National Capital Region,2.0,6.0,-7.0,-5.0,4.0,0.0
17,Ontario,Ottawa Division,National Capital Region,0.0,5.0,-10.0,-2.0,4.0,0.0
18,Ontario,Ottawa Division,National Capital Region,3.0,9.0,-9.0,-2.0,5.0,0.0
19,Ontario,Ottawa Division,National Capital Region,9.0,8.0,-5.0,-4.0,-1.0,0.0
20,Ontario,Ottawa Division,National Capital Region,-3.0,-2.0,-10.0,-1.0,5.0,1.0
21,Ontario,Ottawa Division,National Capital Region,18.0,12.0,16.0,5.0,6.0,-3.0
22,Ontario,Ottawa Division,National Capital Region,16.0,20.0,30.0,0.0,6.0,-2.0
23,Ontario,Ottawa Division,National Capital Region,4.0,8.0,11.0,-8.0,3.0,0.0
24,Ontario,Ottawa Division,National Capital Region,-2.0,4.0,-9.0,-8.0,3.0,1.0
25,Ontario,Ottawa Division,National Capital Region,2.0,12.0,-7.0,-5.0,3.0,0.0
26,Ontario,Ottawa Division,National Capital Region,8.0,35.0,-3.0,-8.0,0.0,1.0
27,Ontario,Ottawa Division,National Capital Region,-8.0,41.0,-22.0,-18.0,-6.0,5.0
28,Ontario,Ottawa Division,National Capital Region,-9.0,24.0,3.0,-17.0,-2.0,3.0
29,Ontario,Ottawa Division,National Capital Region,-13.0,14.0,10.0,-25.0,-6.0,3.0
30,Ontario,Ottawa Division,National Capital Region,-25.0,17.0,-23.0,-52.0,-48.0,17.0
31,Ontario,Ottawa Division,National Capital Region,-43.0,-5.0,-35.0,-59.0,-59.0,22.0
32,Ontario,Ottawa Division,National Capital Region,-46.0,-9.0,-23.0,-61.0,-61.0,23.0
33,Ontario,Ottawa Division,National Capital Region,-47.0,-11.0,-20.0,-64.0,-64.0,24.0
34,Ontario,Ottawa Division,National Capital Region,-54.0,-19.0,-35.0,-64.0,-64.0,26.0
35,Ontario,Ottawa Division,National Capital Region,-55.0,-24.0,-9.0,-54.0,-39.0,13.0
36,Ontario,Ottawa Division,National Capital Region,-53.0,-24.0,21.0,-58.0,-39.0,10.0
37,Ontario,Ottawa Division,National Capital Region,-55.0,-27.0,-53.0,-74.0,-68.0,26.0
38,Ontario,Ottawa Division,National Capital Region,-56.0,-23.0,-30.0,-73.0,-70.0,27.0
39,Ontario,Ottawa Division,National Capital Region,-62.0,-33.0,-39.0,-74.0,-72.0,29.0
40,Ontario,Ottawa Division,National Capital Region,-61.0,-33.0,-47.0,-76.0,-73.0,30.0
41,Ontario,Ottawa Division,National Capital Region,-61.0,-28.0,-3.0,-71.0,-71.0,29.0
42,Ontario,Ottawa Division,National Capital Region,-62.0,-34.0,-13.0,-66.0,-49.0,14.0
43,Ontario,Ottawa Division,National Capital Region,-66.0,-44.0,-61.0,-76.0,-48.0,14.0
44,Ontario,Ottawa Division,National Capital Region,-61.0,-34.0,-50.0,-77.0,-74.0,28.0
45,Ontario,Ottawa Division,National Capital Region,-56.0,-25.0,-18.0,-72.0,-74.0,27.0
46,Ontario,Ottawa Division,National Capital Region,-58.0,-31.0,-28.0,-72.0,-73.0,28.0
47,Ontario,Ottawa Division,National Capital Region,-58.0,-30.0,-25.0,-74.0,-74.0,29.0
48,Ontario,Ottawa Division,National Capital Region,-63.0,-33.0,-44.0,-75.0,-73.0,31.0
49,Ontario,Ottawa Division,National Capital Region,-60.0,-34.0,12.0,-59.0,-48.0,14.0
50,Ontario,Ottawa Division,National Capital Region,-63.0,-38.0,-21.0,-70.0,-48.0,13.0
51,Ontario,Ottawa Division,National Capital Region,-59.0,-31.0,-11.0,-74.0,-74.0,27.0
52,Ontario,Ottawa Division,National Capital Region,-60.0,-28.0,-28.0,-75.0,-74.0,28.0
53,Ontario,Ottawa Division,National Capital Region,-59.0,-24.0,-45.0,-75.0,-74.0,29.0
54,Ontario,Ottawa Division,National Capital Region,-53.0,-6.0,-53.0,-77.0,-75.0,29.0
55,Ontario,Ottawa Division,National Capital Region,-86.0,-80.0,-54.0,-85.0,-89.0,38.0
56,Ontario,Ottawa Division,National Capital Region,-56.0,-14.0,-18.0,-63.0,-48.0,14.0
57,Ontario,Ottawa Division,National Capital Region,-83.0,-79.0,-15.0,-72.0,-58.0,14.0
58,Ontario,Ottawa Division,National Capital Region,-64.0,-36.0,-64.0,-83.0,-80.0,31.0
59,Ontario,Ottawa Division,National Capital Region,-59.0,-23.0,-40.0,-77.0,-74.0,29.0
60,Ontario,Ottawa Division,National Capital Region,-59.0,-27.0,-48.0,-76.0,-74.0,29.0
61,Ontario,Ottawa Division,National Capital Region,-59.0,-27.0,-39.0,-76.0,-74.0,30.0
62,Ontario,Ottawa Division,National Capital Region,-62.0,-30.0,-33.0,-74.0,-72.0,31.0
63,Ontario,Ottawa Division,National Capital Region,-61.0,-32.0,7.0,-59.0,-43.0,14.0
64,Ontario,Ottawa Division,National Capital Region,-65.0,-42.0,-50.0,-74.0,-46.0,14.0
65,Ontario,Ottawa Division,National Capital Region,-58.0,-29.0,-16.0,-74.0,-73.0,27.0
66,Ontario,Ottawa Division,National Capital Region,-62.0,-36.0,-59.0,-78.0,-74.0,30.0
67,Ontario,Ottawa Division,National Capital Region,-60.0,-31.0,-53.0,-77.0,-73.0,30.0
68,Ontario,Ottawa Division,National Capital Region,-56.0,-23.0,-22.0,-73.0,-73.0,29.0
69,Ontario,Ottawa Division,National Capital Region,-63.0,-29.0,-29.0,-73.0,-71.0,30.0
70,Ontario,Ottawa Division,National Capital Region,-59.0,-28.0,31.0,-56.0,-41.0,13.0
71,Ontario,Ottawa Division,National Capital Region,-59.0,-31.0,-10.0,-66.0,-41.0,12.0
72,Ontario,Ottawa Division,National Capital Region,-57.0,-26.0,-16.0,-73.0,-72.0,27.0
73,Ontario,Ottawa Division,National Capital Region,-55.0,-23.0,-1.0,-70.0,-72.0,27.0
74,Ontario,Ottawa Division,National Capital Region,-56.0,-27.0,-31.0,-73.0,-71.0,28.0
75,Ontario,Ottawa Division,National Capital Region,-57.0,-28.0,-59.0,-77.0,-72.0,30.0
76,Ontario,Ottawa Division,National Capital Region,-57.0,-22.0,-14.0,-70.0,-70.0,29.0
77,Ontario,Ottawa Division,National Capital Region,-55.0,-26.0,30.0,-56.0,-37.0,12.0
78,Ontario,Ottawa Division,National Capital Region,-51.0,-24.0,53.0,-59.0,-35.0,10.0
79,Ontario,Ottawa Division,National Capital Region,-54.0,-25.0,-27.0,-74.0,-71.0,27.0
80,Ontario,Ottawa Division,National Capital Region,-53.0,-22.0,-12.0,-71.0,-71.0,27.0
81,Ontario,Ottawa Division,National Capital Region,-53.0,-21.0,-5.0,-70.0,-70.0,27.0
82,Ontario,Ottawa Division,National Capital Region,-53.0,-20.0,-10.0,-72.0,-70.0,28.0
83,Ontario,Ottawa Division,National Capital Region,-58.0,-22.0,-27.0,-72.0,-68.0,29.0
84,Ontario,Ottawa Division,National Capital Region,-53.0,-17.0,-34.0,-67.0,-36.0,14.0
85,Ontario,Ottawa Division,National Capital Region,-43.0,-12.0,46.0,-61.0,-27.0,9.0
86,Ontario,Ottawa Division,National Capital Region,-53.0,-25.0,-2.0,-73.0,-69.0,26.0
87,Ontario,Ottawa Division,National Capital Region,-52.0,-22.0,-13.0,-73.0,-69.0,27.0
88,Ontario,Ottawa Division,National Capital Region,-49.0,-19.0,15.0,-69.0,-68.0,26.0
89,Ontario,Ottawa Division,National Capital Region,-48.0,-17.0,12.0,-69.0,-69.0,26.0
90,Ontario,Ottawa Division,National Capital Region,-55.0,-23.0,-29.0,-72.0,-68.0,29.0
91,Ontario,Ottawa Division,National Capital Region,-48.0,-18.0,68.0,-52.0,-30.0,10.0
92,Ontario,Ottawa Division,National Capital Region,-37.0,-7.0,121.0,-55.0,-24.0,8.0
93,Ontario,Ottawa Division,National Capital Region,-67.0,-62.0,93.0,-76.0,-85.0,27.0
94,Ontario,Ottawa Division,National Capital Region,-40.0,-4.0,17.0,-69.0,-67.0,24.0
95,Ontario,Ottawa Division,National Capital Region,-39.0,-7.0,43.0,-66.0,-66.0,24.0
96,Ontario,Ottawa Division,National Capital Region,-39.0,-9.0,50.0,-67.0,-67.0,24.0
97,Ontario,Ottawa Division,National Capital Region,-45.0,-14.0,55.0,-66.0,-63.0,24.0
98,Ontario,Ottawa Division,National Capital Region,-40.0,-13.0,117.0,-48.0,-21.0,8.0
99,Ontario,Ottawa Division,National Capital Region,-35.0,-14.0,145.0,-52.0,-19.0,6.0
100,Ontario,Ottawa Division,National Capital Region,-41.0,-16.0,20.0,-69.0,-67.0,23.0
101,Ontario,Ottawa Division,National Capital Region,-42.0,-17.0,16.0,-69.0,-66.0,24.0
102,Ontario,Ottawa Division,National Capital Region,-40.0,-13.0,23.0,-67.0,-65.0,24.0
103,Ontario,Ottawa Division,National Capital Region,-39.0,-11.0,9.0,-68.0,-65.0,24.0
104,Ontario,Ottawa Division,National Capital Region,-44.0,-15.0,14.0,-65.0,-62.0,25.0
105,Ontario,Ottawa Division,National Capital Region,-41.0,-16.0,38.0,-52.0,-16.0,10.0
106,Ontario,Ottawa Division,National Capital Region,-34.0,-9.0,86.0,-55.0,-12.0,6.0
107,Ontario,Ottawa Division,National Capital Region,-37.0,-13.0,32.0,-67.0,-64.0,22.0
108,Ontario,Ottawa Division,National Capital Region,-41.0,-17.0,-5.0,-70.0,-64.0,24.0
109,Ontario,Ottawa Division,National Capital Region,-40.0,-12.0,17.0,-67.0,-63.0,23.0
110,Ontario,Ottawa Division,National Capital Region,-35.0,-9.0,73.0,-64.0,-62.0,22.0
111,Ontario,Ottawa Division,National Capital Region,-42.0,-14.0,99.0,-62.0,-60.0,22.0
112,Ontario,Ottawa Division,National Capital Region,-38.0,-13.0,85.0,-52.0,-13.0,8.0
113,Ontario,Ottawa Division,National Capital Region,-30.0,-9.0,184.0,-52.0,-7.0,4.0
114,Ontario,Ottawa Division,National Capital Region,-34.0,-11.0,64.0,-65.0,-62.0,21.0
115,Ontario,Ottawa Division,National Capital Region,-37.0,-13.0,38.0,-67.0,-62.0,22.0
116,Ontario,Ottawa Division,National Capital Region,-36.0,-11.0,20.0,-66.0,-62.0,23.0
117,Ontario,Ottawa Division,National Capital Region,-33.0,-8.0,57.0,-65.0,-61.0,22.0
118,Ontario,Ottawa Division,National Capital Region,-37.0,-11.0,48.0,-62.0,-58.0,21.0
119,Ontario,Ottawa Division,National Capital Region,-32.0,-13.0,99.0,-47.0,-6.0,6.0
120,Ontario,Ottawa Division,National Capital Region,-24.0,-9.0,195.0,-48.0,-1.0,3.0
121,Ontario,Ottawa Division,National Capital Region,-26.0,-6.0,84.0,-63.0,-61.0,19.0
122,Ontario,Ottawa Division,National Capital Region,-28.0,-7.0,83.0,-63.0,-60.0,20.0
123,Ontario,Ottawa Division,National Capital Region,-29.0,-6.0,76.0,-61.0,-60.0,20.0
124,Ontario,Ottawa Division,National Capital Region,-27.0,-5.0,81.0,-62.0,-60.0,20.0
125,Ontario,Ottawa Division,National Capital Region,-34.0,-8.0,81.0,-59.0,-57.0,19.0
126,Ontario,Ottawa Division,National Capital Region,-30.0,-8.0,130.0,-44.0,-2.0,3.0
127,Ontario,Ottawa Division,National Capital Region,-23.0,-8.0,150.0,-52.0,5.0,0.0
128,Ontario,Ottawa Division,National Capital Region,-30.0,-14.0,30.0,-65.0,-62.0,20.0
129,Ontario,Ottawa Division,National Capital Region,-30.0,-10.0,34.0,-64.0,-61.0,21.0
130,Ontario,Ottawa Division,National Capital Region,-23.0,-2.0,50.0,-60.0,-59.0,20.0
131,Ontario,Ottawa Division,National Capital Region,-25.0,-6.0,72.0,-61.0,-59.0,20.0
132,Ontario,Ottawa Division,National Capital Region,-33.0,-10.0,85.0,-58.0,-56.0,18.0
133,Ontario,Ottawa Division,National Capital Region,-31.0,-14.0,67.0,-47.0,-8.0,6.0
134,Ontario,Ottawa Division,National Capital Region,-24.0,-9.0,131.0,-48.0,4.0,2.0
135,Ontario,Ottawa Division,National Capital Region,-21.0,1.0,62.0,-61.0,-59.0,18.0
136,Ontario,Ottawa Division,National Capital Region,-11.0,28.0,71.0,-59.0,-58.0,16.0
137,Ontario,Ottawa Division,National Capital Region,-60.0,-57.0,194.0,-68.0,-79.0,19.0
138,Ontario,Ottawa Division,National Capital Region,-26.0,-1.0,22.0,-62.0,-62.0,19.0
139,Ontario,Ottawa Division,National Capital Region,-31.0,-4.0,84.0,-57.0,-58.0,17.0
140,Ontario,Ottawa Division,National Capital Region,-29.0,-10.0,157.0,-39.0,-3.0,3.0
141,Ontario,Ottawa Division,National Capital Region,-22.0,-5.0,177.0,-42.0,1.0,0.0
142,Ontario,Ottawa Division,National Capital Region,-22.0,-1.0,87.0,-59.0,-60.0,17.0
143,Ontario,Ottawa Division,National Capital Region,-26.0,-6.0,62.0,-60.0,-60.0,19.0
144,Ontario,Ottawa Division,National Capital Region,-25.0,-3.0,56.0,-59.0,-58.0,19.0
145,Ontario,Ottawa Division,National Capital Region,-25.0,-2.0,48.0,-60.0,-58.0,19.0
146,Ontario,Ottawa Division,National Capital Region,-32.0,-8.0,57.0,-59.0,-56.0,18.0
147,Ontario,Ottawa Division,National Capital Region,-29.0,-9.0,36.0,-44.0,-7.0,6.0
148,Ontario,Ottawa Division,National Capital Region,-21.0,-3.0,150.0,-44.0,1.0,2.0
149,Ontario,Ottawa Division,National Capital Region,-23.0,-4.0,75.0,-58.0,-59.0,17.0
150,Ontario,Ottawa Division,National Capital Region,-24.0,-5.0,78.0,-59.0,-59.0,18.0
151,Ontario,Ottawa Division,National Capital Region,-23.0,-4.0,78.0,-58.0,-57.0,17.0
152,Ontario,Ottawa Division,National Capital Region,-23.0,-1.0,43.0,-60.0,-58.0,19.0
153,Ontario,Ottawa Division,National Capital Region,-28.0,-5.0,92.0,-55.0,-55.0,16.0
154,Ontario,Ottawa Division,National Capital Region,-26.0,-8.0,164.0,-38.0,0.0,2.0
155,Ontario,Ottawa Division,National Capital Region,-22.0,-7.0,104.0,-46.0,-1.0,1.0
156,Ontario,Ottawa Division,National Capital Region,-20.0,-1.0,81.0,-59.0,-58.0,17.0
157,Ontario,Ottawa Division,National Capital Region,-22.0,-4.0,92.0,-59.0,-57.0,17.0
158,Ontario,Ottawa Division,National Capital Region,-25.0,-5.0,20.0,-61.0,-57.0,19.0
159,Ontario,Ottawa Division,National Capital Region,-20.0,-1.0,80.0,-58.0,-57.0,18.0
160,Ontario,Ottawa Division,National Capital Region,-28.0,-5.0,103.0,-56.0,-54.0,16.0
161,Ontario,Ottawa Division,National Capital Region,-25.0,-9.0,176.0,-39.0,-1.0,2.0
162,Ontario,Ottawa Division,National Capital Region,-19.0,-5.0,153.0,-44.0,1.0,0.0
163,Ontario,Ottawa Division,National Capital Region,-22.0,-3.0,39.0,-62.0,-60.0,18.0
164,Ontario,Ottawa Division,National Capital Region,-22.0,-2.0,88.0,-60.0,-58.0,17.0
165,Ontario,Ottawa Division,National Capital Region,-23.0,-4.0,30.0,-59.0,-58.0,18.0
166,Ontario,Ottawa Division,National Capital Region,-19.0,2.0,54.0,-57.0,-58.0,17.0
167,Ontario,Ottawa Division,National Capital Region,-25.0,0.0,107.0,-51.0,-56.0,14.0
168,Ontario,Ottawa Division,National Capital Region,-26.0,-9.0,181.0,-32.0,-2.0,0.0
169,Ontario,Ottawa Division,National Capital Region,-25.0,-11.0,2.0,-46.0,-7.0,3.0
170,Ontario,Ottawa Division,National Capital Region,-35.0,-24.0,137.0,-67.0,-77.0,17.0
171,Ontario,Ottawa Division,National Capital Region,-27.0,-8.0,-21.0,-62.0,-61.0,19.0
172,Ontario,Ottawa Division,National Capital Region,-20.0,1.0,59.0,-60.0,-58.0,17.0
173,Ontario,Ottawa Division,National Capital Region,-16.0,0.0,107.0,-59.0,-57.0,16.0
174,Ontario,Ottawa Division,National Capital Region,-26.0,-7.0,100.0,-57.0,-55.0,15.0
175,Ontario,Ottawa Division,National Capital Region,-23.0,-10.0,186.0,-38.0,0.0,1.0
176,Ontario,Ottawa Division,National Capital Region,-20.0,-6.0,83.0,-47.0,-1.0,1.0
177,Ontario,Ottawa Division,National Capital Region,-20.0,-6.0,55.0,-63.0,-59.0,17.0
178,Ontario,Ottawa Division,National Capital Region,-24.0,-8.0,33.0,-62.0,-58.0,18.0
179,Ontario,Ottawa Division,National Capital Region,-19.0,-3.0,89.0,-58.0,-57.0,16.0
180,Ontario,Ottawa Division,National Capital Region,-18.0,-3.0,91.0,-59.0,-57.0,16.0
181,Ontario,Ottawa Division,National Capital Region,-26.0,-6.0,104.0,-56.0,-55.0,15.0
182,Ontario,Ottawa Division,National Capital Region,-22.0,-9.0,212.0,-36.0,-1.0,0.0
183,Ontario,Ottawa Division,National Capital Region,-20.0,-10.0,94.0,-46.0,-1.0,0.0
184,Ontario,Ottawa Division,National Capital Region,-20.0,-7.0,40.0,-61.0,-60.0,17.0
185,Ontario,Ottawa Division,National Capital Region,-20.0,-6.0,63.0,-60.0,-57.0,17.0
186,Ontario,Ottawa Division,National Capital Region,-19.0,-4.0,76.0,-57.0,-56.0,16.0
187,Ontario,Ottawa Division,National Capital Region,-18.0,-2.0,38.0,-61.0,-57.0,16.0
188,Ontario,Ottawa Division,National Capital Region,-26.0,-6.0,72.0,-58.0,-54.0,15.0
189,Ontario,Ottawa Division,National Capital Region,-21.0,-9.0,,-36.0,0.0,0.0
190,Ontario,Ottawa Division,National Capital Region,-16.0,-3.0,,-44.0,2.0,0.0
191,Ontario,Ottawa Division,National Capital Region,-20.0,-5.0,49.0,-63.0,-59.0,16.0
192,Ontario,Ottawa Division,National Capital Region,-20.0,-5.0,59.0,-61.0,-57.0,16.0
193,Ontario,Ottawa Division,National Capital Region,-19.0,-3.0,69.0,-59.0,-56.0,15.0
194,Ontario,Ottawa Division,National Capital Region,-18.0,-4.0,18.0,-61.0,-57.0,17.0
195,Ontario,Ottawa Division,National Capital Region,-24.0,-7.0,91.0,-56.0,-53.0,14.0
196,Ontario,Ottawa Division,National Capital Region,-23.0,-8.0,15.0,-47.0,-8.0,5.0
197,Ontario,Ottawa Division,National Capital Region,-9.0,2.0,,-40.0,4.0,-1.0
198,Ontario,Ottawa Division,National Capital Region,-14.0,-2.0,91.0,-59.0,-58.0,14.0
199,Ontario,Ottawa Division,National Capital Region,-18.0,-4.0,47.0,-59.0,-57.0,16.0
200,Ontario,Ottawa Division,National Capital Region,-22.0,-6.0,8.0,-62.0,-57.0,17.0
201,Ontario,Ottawa Division,National Capital Region,-13.0,2.0,77.0,-56.0,-56.0,15.0
202,Ontario,Ottawa Division,National Capital Region,-22.0,-5.0,61.0,-54.0,-53.0,14.0
203,Ontario,Ottawa Division,National Capital Region,-18.0,-5.0,,-40.0,-4.0,1.0
204,Ontario,Ottawa Division,National Capital Region,-3.0,9.0,,-39.0,4.0,-2.0
205,Ontario,Ottawa Division,National Capital Region,-57.0,-55.0,29.0,-77.0,-84.0,21.0
206,Ontario,Ottawa Division,National Capital Region,-17.0,6.0,13.0,-58.0,-58.0,16.0
207,Ontario,Ottawa Division,National Capital Region,-24.0,-7.0,2.0,-61.0,-57.0,18.0
208,Ontario,Ottawa Division,National Capital Region,-18.0,-1.0,21.0,-58.0,-56.0,17.0
209,Ontario,Ottawa Division,National Capital Region,-24.0,-9.0,78.0,-53.0,-52.0,15.0
210,Ontario,Ottawa Division,National Capital Region,-15.0,-3.0,175.0,-36.0,0.0,2.0
211,Ontario,Ottawa Division,National Capital Region,-17.0,-3.0,37.0,-46.0,-2.0,4.0
212,Ontario,Ottawa Division,National Capital Region,-19.0,-6.0,57.0,-59.0,-55.0,16.0
213,Ontario,Ottawa Division,National Capital Region,-21.0,-8.0,24.0,-59.0,-53.0,17.0
214,Ontario,Ottawa Division,National Capital Region,-22.0,-9.0,58.0,-59.0,-54.0,16.0
215,Ontario,Ottawa Division,National Capital Region,-19.0,-4.0,42.0,-58.0,-54.0,17.0
216,Ontario,Ottawa Division,National Capital Region,-26.0,-11.0,42.0,-56.0,-50.0,16.0
217,Ontario,Ottawa Division,National Capital Region,-18.0,-4.0,113.0,-42.0,-1.0,3.0
218,Ontario,Ottawa Division,National Capital Region,-13.0,1.0,131.0,-46.0,3.0,1.0
219,Ontario,Ottawa Division,National Capital Region,-22.0,-8.0,51.0,-61.0,-57.0,16.0
220,Ontario,Ottawa Division,National Capital Region,-25.0,-8.0,32.0,-60.0,-54.0,17.0
221,Ontario,Ottawa Division,National Capital Region,-26.0,-9.0,41.0,-62.0,-53.0,17.0
222,Ontario,Ottawa Division,National Capital Region,-25.0,-7.0,9.0,-62.0,-53.0,18.0
223,Ontario,Ottawa Division,National Capital Region,-29.0,-10.0,39.0,-58.0,-49.0,16.0
224,Ontario,Ottawa Division,National Capital Region,-21.0,-6.0,131.0,-46.0,0.0,3.0
225,Ontario,Ottawa Division,National Capital Region,-17.0,-1.0,117.0,-47.0,4.0,1.0
226,Ontario,Ottawa Division,National Capital Region,-25.0,-8.0,47.0,-63.0,-55.0,17.0
227,Ontario,Ottawa Division,National Capital Region,-28.0,-9.0,-6.0,-64.0,-54.0,18.0
228,Ontario,Ottawa Division,National Capital Region,-27.0,-6.0,-14.0,-65.0,-54.0,19.0
229,Ontario,Ottawa Division,National Capital Region,-23.0,-2.0,9.0,-61.0,-52.0,18.0
230,Ontario,Ottawa Division,National Capital Region,-33.0,-12.0,-8.0,-62.0,-49.0,19.0
231,Ontario,Ottawa Division,National Capital Region,-22.0,-3.0,78.0,-47.0,-3.0,5.0
232,Ontario,Ottawa Division,National Capital Region,-20.0,0.0,50.0,-53.0,-1.0,4.0
233,Ontario,Ottawa Division,National Capital Region,-27.0,-7.0,6.0,-65.0,-56.0,18.0
234,Ontario,Ottawa Division,National Capital Region,-28.0,-6.0,-4.0,-64.0,-53.0,18.0
235,Ontario,Ottawa Division,National Capital Region,-32.0,-9.0,-26.0,-68.0,-53.0,19.0
236,Ontario,Ottawa Division,National Capital Region,-24.0,3.0,5.0,-61.0,-52.0,18.0
237,Ontario,Ottawa Division,National Capital Region,-29.0,0.0,19.0,-57.0,-50.0,17.0
238,Ontario,Ottawa Division,National Capital Region,-29.0,1.0,89.0,-49.0,-4.0,6.0
239,Ontario,Ottawa Division,National Capital Region,-27.0,4.0,96.0,-51.0,0.0,3.0
240,Ontario,Ottawa Division,National Capital Region,-70.0,-62.0,42.0,-81.0,-84.0,24.0
241,Ontario,Ottawa Division,National Capital Region,-34.0,-7.0,-28.0,-65.0,-55.0,20.0
242,Ontario,Ottawa Division,National Capital Region,-31.0,-6.0,23.0,-63.0,-53.0,19.0
243,Ontario,Ottawa Division,National Capital Region,-33.0,-9.0,-25.0,-64.0,-54.0,21.0
244,Ontario,Ottawa Division,National Capital Region,-35.0,-8.0,-3.0,-61.0,-50.0,20.0
245,Ontario,Ottawa Division,National Capital Region,-25.0,-2.0,107.0,-46.0,-7.0,6.0
246,Ontario,Ottawa Division,National Capital Region,-25.0,-1.0,55.0,-52.0,-6.0,6.0
247,Ontario,Ottawa Division,National Capital Region,-34.0,-12.0,-19.0,-66.0,-57.0,20.0
248,Ontario,Ottawa Division,National Capital Region,-31.0,-7.0,0.0,-63.0,-54.0,19.0
249,Ontario,Ottawa Division,National Capital Region,-36.0,-13.0,-25.0,-67.0,-54.0,21.0
