"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2020-04-29","2020","04","29","","13.7","","7.5","","10.6","","7.4","","0.0","","","","","","0.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-04-30","2020","04","30","","13.1","","8.7","","10.9","","7.1","","0.0","","","","","","8.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-01","2020","05","01","","16.1","","8.5","","12.3","","5.7","","0.0","","","","","","1.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-02","2020","05","02","","14.9","","7.3","","11.1","","6.9","","0.0","","","","","","2.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-03","2020","05","03","","21.9","","9.0","","15.4","","2.6","","0.0","","","","","","1.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-04","2020","05","04","","11.1","","3.5","","7.3","","10.7","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-05","2020","05","05","","8.9","","1.9","","5.4","","12.6","","0.0","","","","","","1.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-06","2020","05","06","","12.2","","4.9","","8.6","","9.4","","0.0","","","","","","1.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-07","2020","05","07","","13.9","","3.2","","8.5","","9.5","","0.0","","","","","","1.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-08","2020","05","08","","5.7","","-1.5","","2.1","","15.9","","0.0","","","","","","0.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-09","2020","05","09","","6.5","","-2.1","","2.2","","15.8","","0.0","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-10","2020","05","10","","10.2","","1.5","","5.8","","12.2","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-11","2020","05","11","","8.3","","0.9","","4.6","","13.4","","0.0","","","","","","4.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-12","2020","05","12","","8.8","","-0.4","","4.2","","13.8","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-13","2020","05","13","","12.5","","0.0","","6.2","","11.8","","0.0","","","","","","1.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-14","2020","05","14","","10.7","","7.0","","8.9","","9.1","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-15","2020","05","15","","18.8","","8.7","","13.7","","4.3","","0.0","","","","","","4.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-16","2020","05","16","","16.7","","9.6","","13.2","","4.8","","0.0","","","","","","1.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-17","2020","05","17","","15.3","","9.8","","12.5","","5.5","","0.0","","","","","","1.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-18","2020","05","18","","15.6","","11.4","","13.5","","4.5","","0.0","","","","","","8.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-19","2020","05","19","","17.7","","12.3","","15.0","","3.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-20","2020","05","20","","18.3","","11.5","","14.9","","3.1","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-21","2020","05","21","","20.4","","10.3","","15.4","","2.6","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-22","2020","05","22","","23.5","","10.7","","17.1","","0.9","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-23","2020","05","23","","24.4","","14.1","","19.2","","0.0","","1.2","","","","","","1.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-24","2020","05","24","","24.7","","15.9","","20.3","","0.0","","2.3","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-25","2020","05","25","","29.7","","18.4","","24.1","","0.0","","6.1","","","","","","1.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-26","2020","05","26","","31.5","","17.9","","24.7","","0.0","","6.7","","","","","","1.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-27","2020","05","27","","28.5","","19.7","","24.1","","0.0","","6.1","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-28","2020","05","28","","23.7","","17.8","","20.8","","0.0","","2.8","","","","","","7.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-29","2020","05","29","","23.8","","13.4","","18.6","","0.0","","0.6","","","","","","3.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-30","2020","05","30","","19.3","","9.4","","14.4","","3.6","","0.0","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-05-31","2020","05","31","","16.6","","7.8","","12.2","","5.8","","0.0","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-01","2020","06","01","","23.8","","9.7","","16.8","","1.2","","0.0","","","","","","1.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-02","2020","06","02","","23.2","","14.1","","18.6","","0.0","","0.6","","","","","","6.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-03","2020","06","03","","28.1","","14.0","","21.0","","0.0","","3.0","","","","","","2.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-04","2020","06","04","","28.8","","16.0","","22.4","","0.0","","4.4","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-05","2020","06","05","","25.8","","17.3","","21.6","","0.0","","3.6","","","","","","4.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-06","2020","06","06","","25.3","","15.2","","20.2","","0.0","","2.2","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-07","2020","06","07","","21.6","","12.7","","17.2","","0.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-08","2020","06","08","","22.8","","12.2","","17.5","","0.5","","0.0","","","","","","0.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-09","2020","06","09","","30.5","","16.1","","23.3","","0.0","","5.3","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-10","2020","06","10","","30.4","","16.9","","23.7","","0.0","","5.7","","","","","","15.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-11","2020","06","11","","24.5","","16.6","","20.6","","0.0","","2.6","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-12","2020","06","12","","19.3","","10.7","","15.0","","3.0","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-13","2020","06","13","","18.1","","9.8","","13.9","","4.1","","0.0","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-14","2020","06","14","","18.1","","10.3","","14.2","","3.8","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-15","2020","06","15","","20.7","","12.0","","16.4","","1.6","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-16","2020","06","16","","24.1","","12.3","","18.2","","0.0","","0.2","","","","","","1.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-17","2020","06","17","","27.3","","14.5","","20.9","","0.0","","2.9","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-18","2020","06","18","","29.1","","16.8","","23.0","","0.0","","5.0","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-19","2020","06","19","","29.0","","18.9","","23.9","","0.0","","5.9","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-20","2020","06","20","","31.3","","19.5","","25.4","","0.0","","7.4","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-21","2020","06","21","","30.1","","20.1","","25.1","","0.0","","7.1","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-22","2020","06","22","","30.9","","20.9","","25.9","","0.0","","7.9","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-23","2020","06","23","","24.8","","18.9","","21.8","","0.0","","3.8","","","","","","4.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-24","2020","06","24","","23.4","","17.0","","20.2","","0.0","","2.2","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-25","2020","06","25","","25.9","","13.5","","19.7","","0.0","","1.7","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-26","2020","06","26","","30.7","","16.5","","23.6","","0.0","","5.6","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-27","2020","06","27","","30.3","","18.2","","24.2","","0.0","","6.2","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-28","2020","06","28","","29.7","","18.3","","24.0","","0.0","","6.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-29","2020","06","29","","30.1","","19.7","","24.9","","0.0","","6.9","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-06-30","2020","06","30","","27.3","","20.3","","23.8","","0.0","","5.8","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-01","2020","07","01","","28.8","","19.3","","24.0","","0.0","","6.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-02","2020","07","02","","35.5","","23.2","","29.4","","0.0","","11.4","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-03","2020","07","03","","33.3","","22.2","","27.8","","0.0","","9.8","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-04","2020","07","04","","30.8","","21.4","","26.1","","0.0","","8.1","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-05","2020","07","05","","33.4","","19.1","","26.3","","0.0","","8.3","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-06","2020","07","06","","30.1","","23.1","","26.6","","0.0","","8.6","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-07","2020","07","07","","34.0","","22.0","","28.0","","0.0","","10.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-08","2020","07","08","","33.0","","21.6","","27.3","","0.0","","9.3","","","","","","14.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-09","2020","07","09","","34.2","","23.8","","29.0","","0.0","","11.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-10","2020","07","10","","31.5","","22.8","","27.1","","0.0","","9.1","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-11","2020","07","11","","29.7","","21.0","","25.4","","0.0","","7.4","","","","","","4.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-12","2020","07","12","","27.9","","19.1","","23.5","","0.0","","5.5","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-13","2020","07","13","","26.7","","18.7","","22.7","","0.0","","4.7","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-14","2020","07","14","","27.4","","18.3","","22.9","","0.0","","4.9","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-15","2020","07","15","","28.8","","19.5","","24.2","","0.0","","6.2","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-16","2020","07","16","","25.3","","22.5","","23.9","","0.0","","5.9","","","","","","4.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-17","2020","07","17","","30.6","","21.1","","25.9","","0.0","","7.9","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-18","2020","07","18","","32.3","","21.0","","26.7","","0.0","","8.7","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-19","2020","07","19","","29.5","","21.7","","25.6","","0.0","","7.6","","","","","","11.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-20","2020","07","20","","30.8","","19.2","","25.0","","0.0","","7.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-21","2020","07","21","","26.5","","17.1","","21.8","","0.0","","3.8","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-22","2020","07","22","","26.2","","20.8","","23.5","","0.0","","5.5","","","","","","21.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-23","2020","07","23","","28.1","","19.7","","23.9","","0.0","","5.9","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-24","2020","07","24","","28.0","","19.3","","23.6","","0.0","","5.6","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-25","2020","07","25","","30.0","","18.8","","24.4","","0.0","","6.4","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-26","2020","07","26","","33.8","","21.1","","27.5","","0.0","","9.5","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-27","2020","07","27","","33.2","","22.8","","28.0","","0.0","","10.0","","","","","","2.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-28","2020","07","28","","31.6","","19.6","","25.6","","0.0","","7.6","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-29","2020","07","29","","29.7","","19.4","","24.6","","0.0","","6.6","","","","","","1.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-30","2020","07","30","","28.5","","18.2","","23.3","","0.0","","5.3","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-07-31","2020","07","31","","28.6","","19.8","","24.2","","0.0","","6.2","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-01","2020","08","01","","29.3","","20.2","","24.8","","0.0","","6.8","","","","","","4.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-02","2020","08","02","","26.3","","19.9","","23.1","","0.0","","5.1","","","","","","39.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-03","2020","08","03","","25.7","","18.2","","21.9","","0.0","","3.9","","","","","","22.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-04","2020","08","04","","24.0","","17.7","","20.8","","0.0","","2.8","","","","","","12.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-05","2020","08","05","","24.6","","15.3","","20.0","","0.0","","2.0","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-06","2020","08","06","","23.9","","14.1","","19.0","","0.0","","1.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-07","2020","08","07","","25.6","","16.4","","21.0","","0.0","","3.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-08","2020","08","08","","27.8","","17.1","","22.5","","0.0","","4.5","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-09","2020","08","09","","29.1","","20.2","","24.7","","0.0","","6.7","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-10","2020","08","10","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-11","2020","08","11","","30.4","","18.0","","24.2","","0.0","","6.2","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-12","2020","08","12","","29.8","","16.4","","23.1","","0.0","","5.1","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-13","2020","08","13","","29.5","","20.7","","25.1","","0.0","","7.1","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-14","2020","08","14","","28.6","","21.2","","24.9","","0.0","","6.9","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-15","2020","08","15","","27.2","","19.6","","23.4","","0.0","","5.4","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-16","2020","08","16","","25.0","","19.1","","22.1","","0.0","","4.1","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-17","2020","08","17","","26.9","","16.9","","21.9","","0.0","","3.9","","","","","","6.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-18","2020","08","18","","25.2","","15.1","","20.2","","0.0","","2.2","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-19","2020","08","19","","24.0","","13.7","","18.8","","0.0","","0.8","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-20","2020","08","20","","26.2","","13.6","","19.9","","0.0","","1.9","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-21","2020","08","21","","29.9","","17.9","","23.9","","0.0","","5.9","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-22","2020","08","22","","30.1","","20.6","","25.3","","0.0","","7.3","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-23","2020","08","23","","31.2","","19.8","","25.5","","0.0","","7.5","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-24","2020","08","24","","33.2","","21.5","","27.4","","0.0","","9.4","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-25","2020","08","25","","28.0","","17.8","","22.9","","0.0","","4.9","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-26","2020","08","26","","21.6","","15.0","","18.3","","0.0","","0.3","","","","","","7.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-27","2020","08","27","","30.3","","19.4","","24.9","","0.0","","6.9","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-28","2020","08","28","","23.6","","17.5","","20.6","","0.0","","2.6","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-29","2020","08","29","","26.8","","17.2","","22.0","","0.0","","4.0","","","","","","0.0","","","","","M","","M"
