"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-30","2020","08","30","","23.0","","15.9","","19.4","","0.0","","1.4","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-08-31","2020","08","31","","24.1","","15.6","","19.8","","0.0","","1.8","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-01","2020","09","01","","28.2","","20.1","","24.1","","0.0","","6.1","","","","","","1.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-02","2020","09","02","","27.7","","19.0","","23.4","","0.0","","5.4","","","","","","3.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-03","2020","09","03","","27.4","","15.6","","21.5","","0.0","","3.5","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-04","2020","09","04","","23.9","","14.5","","19.2","","0.0","","1.2","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-05","2020","09","05","","22.0","","12.9","","17.4","","0.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-06","2020","09","06","","22.1","","11.6","","16.8","","1.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-07","2020","09","07","","24.3","","16.5","","20.4","","0.0","","2.4","","","","","","5.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-08","2020","09","08","","17.2","","15.0","","16.1","","1.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-09","2020","09","09","","19.2","","14.5","","16.8","","1.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-10","2020","09","10","","20.7","","14.1","","17.4","","0.6","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-11","2020","09","11","","16.5","","11.9","","14.2","","3.8","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-12","2020","09","12","","21.0","","12.0","","16.5","","1.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-13","2020","09","13","","26.1","","15.8","","21.0","","0.0","","3.0","","","","","","9.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-14","2020","09","14","","17.8","","9.6","","13.7","","4.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-15","2020","09","15","","18.7","","9.3","","14.0","","4.0","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-16","2020","09","16","","23.0","","14.4","","18.7","","0.0","","0.7","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-17","2020","09","17","","19.4","","10.4","","14.9","","3.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-18","2020","09","18","","16.1","","7.7","","11.9","","6.1","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-19","2020","09","19","","14.4","","6.5","","10.4","","7.6","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-20","2020","09","20","","16.7","","9.3","","13.0","","5.0","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-21","2020","09","21","","18.9","","9.1","","14.0","","4.0","","0.0","","","","","","0.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-22","2020","09","22","","20.7","","9.5","","15.1","","2.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-23","2020","09","23","","27.1","","12.5","","19.8","","0.0","","1.8","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-24","2020","09","24","","24.3","","14.0","","19.2","","0.0","","1.2","","","","","","4.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-25","2020","09","25","","23.1","","15.9","","19.5","","0.0","","1.5","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-26","2020","09","26","","24.6","","14.1","","19.4","","0.0","","1.4","","","","","","0.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-27","2020","09","27","","24.7","","19.4","","22.0","","0.0","","4.0","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-28","2020","09","28","","26.0","","15.4","","20.7","","0.0","","2.7","","","","","","5.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-29","2020","09","29","","18.6","","13.3","","15.9","","2.1","","0.0","","","","","","5.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-09-30","2020","09","30","","18.8","","11.2","","15.0","","3.0","","0.0","","","","","","7.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-01","2020","10","01","","17.8","","9.5","","13.7","","4.3","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-02","2020","10","02","","14.9","","6.8","","10.8","","7.2","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-03","2020","10","03","","12.8","","4.9","","8.9","","9.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-04","2020","10","04","","11.9","","7.7","","9.8","","8.2","","0.0","","","","","","1.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-05","2020","10","05","","15.2","","8.1","","11.7","","6.3","","0.0","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-06","2020","10","06","","17.2","","8.6","","12.9","","5.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-07","2020","10","07","","18.7","","10.0","","14.3","","3.7","","0.0","","","","","","2.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-08","2020","10","08","","13.3","","6.9","","10.1","","7.9","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-09","2020","10","09","","16.5","","6.0","","11.2","","6.8","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-10","2020","10","10","","22.4","","10.0","","16.2","","1.8","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-11","2020","10","11","","10.9","","6.8","","8.9","","9.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-12","2020","10","12","","16.0","","8.3","","12.1","","5.9","","0.0","","","","","","0.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-13","2020","10","13","","17.9","","11.0","","14.4","","3.6","","0.0","","","","","","5.5","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-14","2020","10","14","","16.2","","8.4","","12.3","","5.7","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-15","2020","10","15","","16.1","","9.1","","12.6","","5.4","","0.0","","","","","","9.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-16","2020","10","16","","11.9","","5.4","","8.7","","9.3","","0.0","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-17","2020","10","17","","13.8","","5.3","","9.6","","8.4","","0.0","","","","","","1.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-18","2020","10","18","","14.1","","7.0","","10.5","","7.5","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-19","2020","10","19","","8.4","","6.7","","7.5","","10.5","","0.0","","","","","","4.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-20","2020","10","20","","11.3","","6.4","","8.9","","9.1","","0.0","","","","","","1.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-21","2020","10","21","","17.4","","8.9","","13.1","","4.9","","0.0","","","","","","5.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-22","2020","10","22","","12.5","","8.8","","10.6","","7.4","","0.0","","","","","","2.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-23","2020","10","23","","22.8","","9.3","","16.0","","2.0","","0.0","","","","","","3.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-24","2020","10","24","","9.3","","3.8","","6.6","","11.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-25","2020","10","25","","7.3","","3.1","","5.2","","12.8","","0.0","","","","","","0.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-26","2020","10","26","","8.6","","3.9","","6.3","","11.7","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-27","2020","10","27","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-28","2020","10","28","","","M","","M","","M","","M","","M","","","","","","M","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-29","2020","10","29","","10.7","","2.9","","6.8","","11.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-30","2020","10","30","","3.3","","-1.9","","0.7","","17.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-10-31","2020","10","31","","8.6","","-2.8","","2.9","","15.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-01","2020","11","01","","12.0","","0.5","","6.3","","11.7","","0.0","","","","","","6.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-02","2020","11","02","","7.7","","-1.1","","3.3","","14.7","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-03","2020","11","03","","7.7","","4.6","","6.2","","11.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-04","2020","11","04","","16.8","","5.2","","11.0","","7.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-05","2020","11","05","","17.0","","10.7","","13.9","","4.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-06","2020","11","06","","18.2","","9.6","","13.9","","4.1","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-07","2020","11","07","","19.3","","10.5","","14.9","","3.1","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-08","2020","11","08","","19.1","","8.5","","13.8","","4.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-09","2020","11","09","","20.0","","10.0","","15.0","","3.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-10","2020","11","10","","21.6","","10.3","","16.0","","2.0","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-11","2020","11","11","","18.3","","6.6","","12.4","","5.6","","0.0","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-12","2020","11","12","","9.4","","5.1","","7.2","","10.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-13","2020","11","13","","9.6","","5.0","","7.3","","10.7","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-14","2020","11","14","","8.1","","2.9","","5.5","","12.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-15","2020","11","15","","12.9","","4.1","","8.5","","9.5","","0.0","","","","","","10.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-16","2020","11","16","","5.0","","3.0","","4.0","","14.0","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-17","2020","11","17","","4.1","","-4.6","","-0.2","","18.2","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-18","2020","11","18","","3.8","","-4.8","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-19","2020","11","19","","15.1","","3.4","","9.2","","8.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-20","2020","11","20","","17.2","","7.2","","12.2","","5.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-21","2020","11","21","","7.4","","1.6","","4.5","","13.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-22","2020","11","22","","3.0","","0.4","","1.7","","16.3","","0.0","","","","","","17.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-23","2020","11","23","","4.3","","-0.4","","1.9","","16.1","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-24","2020","11","24","","3.0","","-0.7","","1.1","","16.9","","0.0","","","","","","1.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-25","2020","11","25","","8.3","","1.8","","5.1","","12.9","","0.0","","","","","","5.7","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-26","2020","11","26","","11.8","","6.9","","9.3","","8.7","","0.0","","","","","","0.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-27","2020","11","27","","8.2","","6.3","","7.3","","10.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-28","2020","11","28","","7.6","","3.7","","5.6","","12.4","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-29","2020","11","29","","10.1","","3.1","","6.6","","11.4","","0.0","","","","","","0.0","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-11-30","2020","11","30","","7.2","","0.0","","3.6","","14.4","","0.0","","","","","","23.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-01","2020","12","01","","0.4","","-1.9","","-0.7","","18.7","","0.0","","","","","","4.6","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-02","2020","12","02","","4.8","","-0.8","","2.0","","16.0","","0.0","","","","","","0.0","","1","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-03","2020","12","03","","5.7","","0.8","","3.3","","14.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-04","2020","12","04","","4.7","","1.4","","3.0","","15.0","","0.0","","","","","","5.6","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-05","2020","12","05","","2.5","","-3.4","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-06","2020","12","06","","1.1","","-4.5","","-1.7","","19.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-07","2020","12","07","","1.1","","-4.9","","-1.9","","19.9","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-08","2020","12","08","","2.5","","-5.2","","-1.3","","19.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-09","2020","12","09","","4.7","","0.4","","2.5","","15.5","","0.0","","","","","","7.0","","2","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-10","2020","12","10","","6.2","","2.5","","4.4","","13.6","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-11","2020","12","11","","9.5","","2.9","","6.2","","11.8","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-12","2020","12","12","","9.4","","3.9","","6.7","","11.3","","0.0","","","","","","9.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-13","2020","12","13","","7.2","","0.4","","3.8","","14.2","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-14","2020","12","14","","2.5","","-1.8","","0.4","","17.6","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-15","2020","12","15","","-1.7","","-6.9","","-4.3","","22.3","","0.0","","","","","","0.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-16","2020","12","16","","-4.8","","-7.1","","-5.9","","23.9","","0.0","","","","","","0.3","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-17","2020","12","17","","-2.9","","-7.2","","-5.0","","23.0","","0.0","","","","","","0.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-18","2020","12","18","","0.4","","-7.0","","-3.3","","21.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-19","2020","12","19","","3.0","","0.3","","1.7","","16.3","","0.0","","","","","","2.1","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-20","2020","12","20","","5.3","","1.5","","3.4","","14.6","","0.0","","","","","","1.1","","0","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-21","2020","12","21","","4.6","","0.2","","2.4","","15.6","","0.0","","","","","","0.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-22","2020","12","22","","4.1","","0.5","","2.3","","15.7","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-23","2020","12","23","","8.2","","1.7","","5.0","","13.0","","0.0","","","","","","0.8","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-24","2020","12","24","","9.5","","-2.2","","3.7","","14.3","","0.0","","","","","","12.2","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-25","2020","12","25","","0.2","","-4.7","","-2.2","","20.2","","0.0","","","","","","5.1","","4","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-26","2020","12","26","","-1.4","","-4.6","","-3.0","","21.0","","0.0","","","","","","1.0","","4","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-27","2020","12","27","","4.7","","-2.6","","1.1","","16.9","","0.0","","","","","","0.5","","3","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-28","2020","12","28","","5.2","","-1.9","","1.7","","16.3","","0.0","","","","","","3.4","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-29","2020","12","29","","-0.5","","-4.0","","-2.3","","20.3","","0.0","","","","","","0.0","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-30","2020","12","30","","5.6","","-2.3","","1.7","","16.3","","0.0","","","","","","5.9","","","","","M","","M"
"-79.40","43.67","TORONTO CITY","6158355","2020-12-31","2020","12","31","","2.5","","-1.0","","0.7","","17.3","","0.0","","","","","","0.0","","","","","M","","M"
